ChIJg_MfvC_1QQ0R6Fz1EJdc5gw,KOC SHOP PARLA SUBLIME BURGER,,"Galería comercial, Calle de la Fuente, 15, Puesto 24-25 C.C, Parla",916053304,,,https://www.kocshop.es/,,4.8,,"{""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment""}",0
ChIJ8YaTuC_1QQ0RUWzHRtlE_Jk,Tapas Sonia,,Spain,,,,,,1.0,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJVZf7rv31QQ0R1IkXSLw9aRo,Bar + KE CAÑAS,,"Calle de la Fuente, 15, Parla",,,,,,5.0,,"{""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJ-Q_cDC_1QQ0RlqxLIyG4uJ4,Bar CHIKO's,,"Calle Jerusalén, 30, Parla",,,,,,4.3,,"{""cafe"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJz0R9dzr1QQ0RWk0qgaYchBY,Meson de Mary,,"Calle Real, 18, Parla",912325501,,,,,4.0,,"{""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJw2JH21b1QQ0R0jopVJjLSOg,Café La8 Pool,,"Calle Soledad, 2, Parla",910560401,,"{""contacto@la8pool.es""}",https://la8pool.es/,,4.6,,"{""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJ9w7fJKn1QQ0RySI6h6SiKtM,Restaurante Alhambra,,"Calle Reina Victoria, 36, Parla",684118406,,,,,4.5,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJ2eXvui_1QQ0RcjCvFZTQALE,Bar Doger,,"Calle de la Fuente, 22, Parla",637325995,,,,,4.1,,"{""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJxZPOU8X1QQ0RJo11LEhZhcg,Restaurante arabe za3za3,,"Plaza las labores, 9, local 2, Parla",602872658,,,,,4.3,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJHVKqFzj1QQ0R00VUDCyzJAc,Restaurante Patatiss,,"Calle de Dos Amigos, 35, Parla",916993403,,,,,4.0,,"{""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJH-gujDf1QQ0RqWn3DkyRbis,El Rincón de Katheri Bar Restaurante,,"Calle Santo Tomás de Aquino, 24, Parla",,,,,,3.8,,"{""restaurant"", ""bar"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJV3whbjf1QQ0RANybK1Jj9vI,Bar Bacha-Delos,,"Calle Torrejón, 12, Parla",629135726,,,,,4.4,,"{""bar"", ""cafe"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment""}",1
ChIJN62XFzr1QQ0RPnHxs3s3jPw,Fast Córdoba Kebab Pizzería,,"Calle Alfonso X el Sabio, 2, Parla",910028901,,,https://www.just-eat.es/,,3.4,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",0
ChIJCxYT3Dv1QQ0RMI3Dj_rSU44,Hamburguesería Tiffany'S,,"Calle Carlos V, 25, Parla",916992400,,,,,4.0,,"{""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment""}",1
ChIJI8ZNZjn1QQ0RM5iHiXi6Kr8,Mr. Doner Kebab,,"Calle Jaime I el Conquistador, 17, Parla",,,,https://misterkebab.es/,,3.8,,"{""meal_delivery"", ""meal_takeaway"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",0
ChIJgaSIwkj1QQ0RzPqEnydl-L8,"Telepizza Parla, Pinto - Comida a Domicilio",,"Calle de Pinto, 2, Parla",916055000,,,https://www.telepizza.es/,,3.7,,"{""meal_delivery"", ""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",0
ChIJM-CvSjf1QQ0R63NH_sXGiBI,Asador De Pollos (C.C. Ranaher),,"Calle de Pinto, 13, Parla",916980997,,,,,4.2,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJAQCQZ0f1QQ0R52gszZjL8ow,Bar Jesús,,"Calle Alfonso XIII, 23, Parla",916050768,,,https://sren.top/bar-jesus,,3.9,,"{""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJlch4Dzf1QQ0RC_uwVWTngL0,Bar Paladar y Tomar,,"Calle de Pinto, 39, Parla",910941022,,,,,4.0,,"{""bar"", ""cafe"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment""}",1
ChIJWYo_WDf1QQ0RW-5EO9M3_Es,Pizzería Típica,,"Plaza Adolfo Marsillach, s/n, Parla",916052802,,"{""info@tipica.es""}",https://tipica.es/,,4.4,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJz1SrPzf1QQ0R1rVMHdvowCY,Capone cocktail-bar,,"Calle Purísima Concepción, 4, Parla",641428567,,,,,4.4,,"{""bar"", ""night_club"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJx2bTQiH1QQ0RxVNYld4egYg,Bar Lote 109 Comida Colombiana,,"Calle San Roque, 76, Parla",911531551,,,,,4.6,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJlyGxcHb1QQ0RG3kVK8bSXPM,Kebab parla,,"Calle Isabel II, 1, Parla",,,,,,4.1,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",0
ChIJ4ZsGLjj1QQ0ROdi_S8X94hw,La Posada Café,,"Calle Torrejón, 35, Parla",670081037,,"{""info@laposadaparla.com""}",http://www.laposadaparla.com/,,4.6,,"{""restaurant"", ""bar"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJI_2dGv71QQ0RJ5EIwRKdS1U,Restaurante Yume Ramen,,"Calle Isabel II, 3, Posterior, Parla",919484565,,,,,4.8,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJd-9e8P71QQ0R0dHetEBUUeM,Yuan Comida asiática,,"Calle Isabel II, 3, Posterior, Parla",,,,,,,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJLfQEKzj1QQ0RrhWIzIHeo1s,Teteria Dubai hookah lounge,,"Calle Torrejón, 29, A, Parla",,,,,,5.0,,"{""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJn_S1QAD1QQ0RV6PdiU-ujOs,El Conquistador,,"Calle Jaime I el Conquistador, 43, Parla",,,,,,,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJu8Du78T1QQ0RCo894hkmWUo,Bar restaurante Toma'te Dos,,"Calle Jaime I el Conquistador, 43, Parla",,,,,,4.6,,"{""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJHdPGZCT1QQ0RcysftSZ8psc,Tartas Dulce vida,,"Calle María Cristina, Parla",,,,,,,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJMczwHTn1QQ0RZ0HM5h_DD7M,Bar Restaurante Cibeles.,,"Calle Jaime I el Conquistador, 16, Parla",910521430,,,,,3.9,,"{""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJS0gzWG31QQ0Ra6_Gi6vtQLo,Restaurante La Esquina del MANABA,,"Calle María Cristina, 3, Parla",622505671,,,https://la-esquina-del-manaba.jimdosite.com/,,4.2,,"{""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJud0E1Q71QQ0RfzerKWAmCLg,Restaurante Titanic,,"Calle Domingo Malagón, 15, Parla",919353753,,,https://restaurantetitanic.es/,,4.3,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJHUrJi0f1QQ0RzZZ0yCA3geU,casa goyo,,"Calle Gobernador, 18, Parla",,,,,,3.7,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJyyqgIAP1QQ0Rh_ISZD7ecT0,Co-Modo Restaurante,,"Plaza Adolfo Marsillach, Parla",,,,,,4.4,,"{""restaurant"", ""food"", ""lodging"", ""point_of_interest"", ""establishment""}",1
ChIJ___Xjjf1QQ0RB92Ag6Mrci0,Bar Antigua Casa de Andalucia,,"Calle Santo Tomás de Aquino, 13, Parla",912492563,,,,,4.0,,"{""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJOeeKHQD1QQ0RCTWdF21IOho,TACA TACO MAGICO doner kebab,,"Calle Jaime I el Conquistador, 8, Parla",914290156,,,,,5.0,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",0
ChIJW1T4EQD1QQ0Rjy_Wgu4owIQ,festincocinaperuana,,"Calle San Roque, 50, Parla",640961058,,,,,4.5,,"{""restaurant"", ""cafe"", ""food"", ""point_of_interest"", ""store"", ""establishment""}",1
ChIJ63bdbzn1QQ0RLQLw2RvDsXM,Don Cirilo,,"Calle Alfonso X el Sabio, 20, Parla",916053047,,,,,4.6,,"{""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJ9d6DcwD1QQ0RmdfBfrTEXl8,El plan A de Tipica,,"Plaza Adolfo Marsillach, Parla",,,,,,5.0,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJ30X6bjn1QQ0ROIyz-pviG6E,Restaurante luna`ona,,"Calle Jaime I el Conquistador, 23, Parla",,,,,,4.5,,"{""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJkQrApPP1QQ0RWSPBPXZ19M4,Atipica,,"Plaza Adolfo Marsillach, Parla",916052802,,"{""ristopizza@hotmail.com"", ""ristopizza@hotmail.com ""}",https://atipicagrill.es/,,4.5,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJpVvoLQD1QQ0R9K7O169xeBg,Restaurante árabe Parla,,"Calle Purísima Concepción, 18, Parla",,,,,,,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJ4ywXQzf1QQ0RWah-DFY7EC8,Luis Fernando López Fernández,,"Calle San José de Calasanz, 15, Parla",,,,,,3.7,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJCcv_Vln1QQ0RFkQadRgpfIM,CERVECERÍA DONDE CHIKY,,"Calle Reina Victoria, 13, Parla",676625512,,,https://cartadigital.barmanagerapp.com/site/index/show/CERVECERIADONDECHIKY,,4.6,,"{""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJ-XT0OQD1QQ0RbIfXLI7vUd8,Asador de pollos,,"Calle Torrejón, 17, Parla",,,,,,,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJY0wzQzf1QQ0REriD0JPDn3M,Campero Mesón,,"Calle San José de Calasanz, 15, Parla",,,,,,4.3,,"{""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJSSmxQGb1QQ0RIemAKBfN8Uw,Restaurante Yoldaş Pizza & Grill,,"Calle Carolina Coronado, 13, Local 1, Parla",624646708,,,https://restauranteyoldas.com/,,4.9,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJDwSgm_v1QQ0R871K7km3cKI,Empanadas Maxis,,"Calle Jaime I el Conquistador, 22, Parla",611767576,,,,,4.1,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJNRRpPTr1QQ0RZ4-dxkAYC-k,Córdoba Doner Kebab y Pollo Asado,,"Calle Juan de Austria, Parla",604491310,,,,,4.1,,"{""restaurant"", ""point_of_interest"", ""food"", ""establishment""}",0
ChIJHXJe9v71QQ0RtKQrjUmoRO4,Coco Garden,,"Calle de la Macarena, 16, Parla",614268816,,,https://grupococogarden.com/,,4.4,,"{""restaurant"", ""point_of_interest"", ""food"", ""establishment""}",1
ChIJW-CEEI_1QQ0RTKx8G_X51IA,Bistró Cafeteria Use,,"Calle Isabel II, 12, Parla",916997788,,,https://www.instagram.com/bistrouse/,,4.5,,"{""bar"", ""store"", ""restaurant"", ""point_of_interest"", ""food"", ""establishment""}",1
ChIJVVCsuDv1QQ0RBAbEe2AgJ34,Restaurante Hong Kong,,"Calle Reina Victoria, 21, Parla",916054873,,,,,4.1,,"{""restaurant"", ""point_of_interest"", ""food"", ""establishment""}",1
ChIJ5aJpTQD1QQ0RXh0go1Wbxk4,Bar Imbondeiro,,"Calle de Dos Amigos, 7, Parla",,,,,,,,"{""restaurant"", ""bar"", ""point_of_interest"", ""food"", ""establishment""}",1
ChIJu-OMXjn1QQ0R2KTkCzQVqLc,Cafetería bar Marsan,,"Calle Alfonso XIII, 6, Parla",,,,,,4.5,,"{""bar"", ""cafe"", ""store"", ""restaurant"", ""point_of_interest"", ""food"", ""establishment""}",1
ChIJwZTZyzv1QQ0ReGaN9GFHS4o,Roys,,"Calle Reina Victoria, 20, Parla",640126245,,,,,4.5,,"{""restaurant"", ""point_of_interest"", ""food"", ""establishment""}",1
ChIJ59_dyzv1QQ0RsEQV8_VMZGs,Pollos al Carbón Gladys,,"Calle Reina Victoria, 20, Parla",640126245,,,,,4.3,,"{""restaurant"", ""point_of_interest"", ""food"", ""establishment""}",1
ChIJQ2-LqRT1QQ0ReOG6tlJHbqM,Tizi Ifri Restaurante Marroquí,,Parla,604967026,,,,,4.6,,"{""restaurant"", ""point_of_interest"", ""food"", ""establishment""}",1
ChIJWyBr2Qj1QQ0Rb8Fvlm1VG-o,On chifa,,"Calle Alfonso XIII, 21, Parla",914392578,,,http://www.onchifa.es/,,4.1,,"{""restaurant"", ""point_of_interest"", ""food"", ""establishment""}",1
ChIJOQevozf1QQ0RXkbf2WN9xx8,EL CISNE,,"Calle del Salvador, 1, Parla",686823797,,,https://el-cisne.eatbu.com/,,3.7,,"{""bar"", ""liquor_store"", ""store"", ""restaurant"", ""point_of_interest"", ""food"", ""establishment""}",1
ChIJT1IdFlD1QQ0RXO-_A8jhR0E,Bar Route 54,,"Calle Felipe ll número 8 bis, Parla",680196130,,,,,4.4,,"{""bar"", ""restaurant"", ""point_of_interest"", ""food"", ""establishment""}",1
ChIJN7HSt2D1QQ0RnXLDL4Jn_2w,Pizza y Punto,,"Calle de Fernando III El Santo, 27, Parla",645409020,,,https://pizzaypunto.com/,,4.7,,"{""restaurant"", ""point_of_interest"", ""food"", ""establishment""}",1
ChIJUZINEDf1QQ0R0wDpltvxZ0s,Massaya Restaurante,,"Calle de Pinto, 39, Parla",,,,,,5.0,,"{""restaurant"", ""point_of_interest"", ""food"", ""establishment""}",1
ChIJW-JBujf1QQ0R2cgQoz_DEOU,El Mercadito Charcuteria Polleria,,Spain,,,,,,3.8,,"{""restaurant"", ""point_of_interest"", ""food"", ""establishment""}",1
ChIJnTtdp_j1QQ0RqSDm2lB1AwU,La fuga,,"Calle de Pinto, 1, Parla",697683338,,,,,4.1,,"{""restaurant"", ""point_of_interest"", ""food"", ""establishment""}",1
ChIJLWWAcbT1QQ0R-i2da6Rrcdk,Restaurante Tanger,,"Calle de Pinto, 39, Parla",614262204,,,,,4.5,,"{""restaurant"", ""point_of_interest"", ""food"", ""establishment""}",1
ChIJdSoCEEX1QQ0RyGY2ktMvLpc,Turín15 Café & Chill Out,,"Calle Turín, 15, Parla",680688275,,,,,3.9,,"{""bar"", ""restaurant"", ""point_of_interest"", ""food"", ""establishment""}",1
ChIJK8AjyTj1QQ0RmIxk4EvViIo,Beer para Creer,,"Calle Rigoberta Menchú, 1, Posterior, 1, Parla",912492033,,,https://www.facebook.com/Beerparacreer,,4.5,,"{""restaurant"", ""point_of_interest"", ""food"", ""establishment""}",1
ChIJQ55BqO31QQ0RlTC1t7JCMgo,Popeyes Louisiana Kitchen,,"Avenida Cerro del Rubal, 1, Parla",606438546,,,https://www.popeyes.es/es?utm_source=gmb&utm_medium=local_seo_plkesp_home&utm_campaign=tracking_seo&utm_term&utm_content,,4.3,,"{""restaurant"", ""point_of_interest"", ""food"", ""establishment""}",0
ChIJt96Pp1r1QQ0RJ6tsHr_upaY,Restaurante Los Fogones de Parla,,"Avenida Cerro del Rubal, 55, Parla",916053206,,"{""info@losfogonesdeparla.com""}",https://losfogonesdeparla.com/,,3.9,,"{""restaurant"", ""bar"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJ4crwwlv1QQ0R6PHc28h0E5k,Cafeteria El Tranvia,,"Calle Jaime I el Conquistador, 46, Parla",910412718,,,,,4.1,,"{""restaurant"", ""cafe"", ""food"", ""point_of_interest"", ""store"", ""establishment""}",1
ChIJH1TIE5n1QQ0Ri8AOuwUQRPQ,Marisquería a estribor,,"Calle Constelación de Andromeda, Parla",645141892,,,,,4.1,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJN8lMhz31QQ0RzLL2zW7mGIg,"Mango Biche, con Sal & Limon",,"Centro Comercial El Ferial, Calle de Pinto, S/N, Parla",,,,,,,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJR68SeXcfQg0RGyEjfXkdRgo,Telepizza Pinto - Comida a Domicilio,,"Plaza de las Mercedes, 4, Pinto",916922669,,,https://www.telepizza.es/,,3.0,,"{""meal_delivery"", ""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",0
ChIJVVXFndMhQg0RsZfmzG0NRhQ,Cervecería Gela,,"Calle Joan Miró, 14, Pinto",910231055,,,,,3.9,,"{""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJOQ7P4HYfQg0RPlupczJSwH8,Restaurante Buenaventura,,"Calle del Rey San Fernando, 1, Pinto",916912823,,,http://www.restaurantebuenaventura.com/,,4.1,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJE7JzWHYfQg0RkOHEarloHhY,El Corral Del Pollo,,"Calle de la Cañada Real de Toledo, Pinto",,,,,,,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJixeBWHYfQg0RTFlLM5qPsjo,Restaurante LIPARI.,,"Calle Sur, 10, Pinto",636274321,,,,,3.6,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJSRQm53YfQg0RpzLgJbY-9M8,A Fuego Lento,,"Calle del Jarama, 7, Pinto",916925149,,,,,4.5,,"{""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJURAe5XcfQg0RXIY3khtlBQE,Restaurante Chinatown,,"Calle de Nicaragua, 17, Pinto",916923344,,,https://drive.google.com/file/d/1drsuqJMb2y80sRxi3BQd2zKwb-qXuO-y/view?usp=sharing,,4.2,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJ69qAQXYfQg0RNDlBQjU-qd0,"Restaurante La Amalfitana, Pinsa & Market",,"Calle Salvador Dalí, 16, Pinto",915564873,,,http://www.laamalfitana.com/,,4.8,,"{""grocery_or_supermarket"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment""}",1
ChIJCerHQHcfQg0RP9FOuIasG54,El Apretón II - Pinto,,"Calle Salvador Dalí, n10, Pinto",644883859,,,,,4.3,,"{""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJJRjTCcIfQg0RGAS2MxyuQcc,Restaurante Como la trucha al trucho,,"Calle de Nicaragua, 15, Pinto",915568615,,"{""contacto@comolatruchaltrucho.com"", ""comolatruchaaltruchorest@gmail.com""}",http://www.comolatruchaltrucho.com/,,4.7,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJz880jrAfQg0RXQ-H3vLl0OI,La Tradicional Pinto,,"Calle Joan Miró, Pinto",,,,,,5.0,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJUWdlEeEfQg0RlMXH0tt-z5s,UFOS burger,,"Calle Joan Miró, 5, Pinto",919120641,,,,,4.8,,"{""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",0
ChIJU1UmRncfQg0Rno98eiiDoWI,Restaurante Plaza,,"Calle Joan Miró, 5, Pinto",,,,,,4.1,,"{""restaurant"", ""bar"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJXTIWoVgfQg0R0roOjzj9MZM,Boulevard N5,,"Calle Salvador Dalí, 4, Pinto",643119880,,,https://www.instagram.com/nuevoboulevardn5/,,4.3,,"{""restaurant"", ""cafe"", ""bar"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJUw1rXXcfQg0RxFs5_ab32TY,Pizzería Voy Volando Pinto,,"Calle Joan Miró, 1, Pinto",916912822,,,http://voyvolandopinto.es/,,4.3,,"{""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJa6I5BVkfQg0R0N840HhU6rw,El Apeadero de Pinto,,"Calle de Buenos Aires, 2, Local 10 planta 1, Pinto",650329172,,,,,4.3,,"{""restaurant"", ""bar"", ""night_club"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJmyky7XEfQg0R-MgaRgqGGd8,Lake Suite,,"Parque Juan Carlos I, Calle Pablo Picasso, 2, Pinto",910002582,,"{"""" ""lasuitedellago@lasuitedellago.es""}",http://www.lasuitedellago.es/,,4.2,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJwTzsKin1QQ0Rs3-TiGBvK5E,Pollerias Bermejo S.L.,,"Calle Fuente Nueva, 11, Parla",916986615,,,,,4.3,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",1
ChIJKbq5Qiz1QQ0R1iHDBMMqOgk,McDonald's,,"Centro Comercial Laguna Park, Avenida de Las Lagunas, 5, Parla",916982095,,,https://www.mcdonalds-mcdelivery.es/mc-delivery/home?utm_source=madrid&utm_medium=mybusiness&utm_campaign=parla,,3.9,,"{""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",0
ChIJFcKvRyz1QQ0Rz5-mdQX-LFU,Burger King,,"Avenida de Las Lagunas, 3, Parla",606998513,,,https://www.burgerking.es/home?utm_source=gmb&utm_medium=local_seo_home&utm_campaign=tracking_seo,,3.5,,"{""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""}",0
